,B19058_002E,county,state
357,698.0,045,12
358,1424.0,047,12
359,406.0,077,12
360,21731.0,097,12
361,2826.0,119,12
362,3202.0,131,12
363,4500.0,039,12
364,1573.0,059,12
365,983.0,065,12
366,30625.0,071,12
367,22337.0,083,12
368,1961.0,049,12
369,11578.0,021,12
370,2503.0,093,12
371,74158.0,095,12
372,11297.0,001,12
373,29307.0,101,12
374,1227.0,041,12
375,6038.0,055,12
376,3554.0,121,12
377,2556.0,027,12
378,1054.0,013,12
379,7059.0,015,12
380,4709.0,023,12
381,1729.0,029,12
382,4773.0,085,12
383,6353.0,107,12
384,13360.0,115,12
385,811.0,125,12
386,400.0,061,13
387,249.0,101,13
388,6091.0,127,13
389,42349.0,089,13
390,2176.0,143,13
391,584.0,181,13
392,2677.0,157,13
393,1459.0,163,13
394,1542.0,169,13
395,2570.0,213,13
396,14102.0,215,13
397,775.0,235,13
398,932.0,241,13
399,457.0,259,13
400,518.0,281,13
401,593.0,283,13
402,743.0,287,13
403,716.0,155,13
404,657.0,003,13
405,1419.0,001,13
406,702.0,005,13
407,1548.0,025,13
408,4808.0,313,13
409,591.0,037,13
410,1286.0,193,13
411,4852.0,285,13
412,12634.0,021,13
413,973.0,145,13
414,714.0,197,13
415,582.0,249,13
416,2040.0,321,13
417,910.0,023,13
418,1506.0,093,13
419,950.0,109,13
420,2188.0,119,13
421,261.0,307,13
422,1785.0,103,13
423,1020.0,171,13
424,155.0,125,13
425,2033.0,107,13
426,258.0,239,13
427,14781.0,051,13
428,3402.0,179,13
429,1060.0,159,13
430,712.0,167,13
431,825.0,173,13
432,1621.0,195,13
433,2250.0,205,13
434,790.0,253,13
435,2634.0,277,13
436,635.0,289,13
437,3241.0,233,13
438,485.0,263,13
439,927.0,269,13
440,970.0,273,13
441,3389.0,275,13
442,2519.0,279,13
443,562.0,319,13
444,1311.0,017,13
445,2012.0,033,13
446,2824.0,047,13
447,269.0,053,13
448,1902.0,055,13
449,2933.0,073,13
450,2205.0,087,13
451,5958.0,115,13
452,3363.0,117,13
453,2343.0,137,13
454,1810.0,147,13
455,8045.0,185,13
456,1351.0,191,13
457,1763.0,199,13
458,1129.0,207,13
459,1246.0,237,13
460,3383.0,261,13
461,202.0,265,13
462,590.0,301,13
463,174.0,007,13
464,1182.0,029,13
465,1859.0,035,13
466,997.0,043,13
467,2478.0,039,13
468,7905.0,045,13
469,788.0,079,13
470,987.0,099,13
471,2370.0,081,13
472,2723.0,069,13
473,5107.0,077,13
474,24837.0,067,13
475,1646.0,123,13
476,740.0,083,13
477,3836.0,297,13
478,848.0,317,13
479,1268.0,027,13
480,1777.0,091,13
481,3328.0,129,13
482,1720.0,105,13
483,5535.0,057,13
484,1973.0,113,13
485,807.0,165,13
486,1197.0,177,13
487,7113.0,217,13
488,1413.0,227,13
489,1014.0,133,13
490,3657.0,071,13
491,1265.0,075,13
492,945.0,085,13
493,711.0,141,13
494,22847.0,063,13
495,51517.0,121,13
496,7744.0,139,13
497,1889.0,187,13
498,1830.0,189,13
499,510.0,201,13
500,1088.0,211,13
501,1132.0,149,13
502,672.0,219,13
503,9854.0,095,13
504,1218.0,111,13
505,8949.0,151,13
506,7304.0,153,13
507,3594.0,175,13
508,983.0,183,13
509,4757.0,255,13
510,1933.0,257,13
511,1191.0,271,13
512,838.0,291,13
513,1989.0,293,13
514,1793.0,303,13
515,1474.0,311,13
516,2220.0,225,13
517,5116.0,223,13
518,1443.0,229,13
519,802.0,231,13
520,16031.0,245,13
521,1058.0,251,13
522,1911.0,267,13
523,1602.0,019,13
524,3805.0,295,13
525,29302.0,135,13
526,3599.0,013,13
527,644.0,049,13
528,571.0,065,13
529,5733.0,015,13
530,7434.0,097,13
531,1936.0,131,13
532,934.0,161,13
533,557.0,209,13
534,926.0,221,13
535,782.0,243,13
536,3846.0,247,13
537,3042.0,299,13
538,2245.0,305,13
539,504.0,309,13
540,541.0,315,13
541,2761.0,009,13
542,915.0,011,13
543,4522.0,031,13
544,6772.0,059,13
545,13705.0,001,15
546,33782.0,003,15
547,6246.0,009,15
548,2334.0,007,15
549,8.0,005,15
550,116.0,071,16
551,1019.0,031,16
552,920.0,045,16
553,198.0,063,16
554,343.0,085,16
555,174.0,003,16
556,316.0,041,16
557,2196.0,069,16
558,1026.0,053,16
559,6992.0,055,16
560,249.0,061,16
561,863.0,067,16
562,3507.0,083,16
563,696.0,073,16
564,561.0,013,16
565,325.0,015,16
566,558.0,021,16
567,113.0,023,16
568,181.0,029,16
569,869.0,047,16
570,14934.0,001,16
571,5075.0,005,16
572,176.0,007,16
573,1990.0,011,16
574,5579.0,019,16
575,29.0,025,16
576,12420.0,027,16
577,419.0,035,16
578,865.0,051,16
579,1416.0,057,16
580,130.0,037,16
581,400.0,059,16
582,1310.0,075,16
583,539.0,009,16
584,2101.0,017,16
585,80.0,033,16
586,1231.0,039,16
587,371.0,043,16
588,1309.0,065,16
589,1051.0,079,16
590,808.0,049,16
591,137.0,081,16
592,342.0,077,16
593,559.0,087,16
594,855.0,067,17
595,14182.0,119,17
596,2051.0,063,17
597,7407.0,091,17
598,608.0,131,17
599,22450.0,043,17
600,11297.0,167,17
601,696.0,003,17
602,585.0,129,17
603,1456.0,157,17
604,2276.0,137,17
605,319890.0,031,17
606,2481.0,141,17
607,7835.0,115,17
608,3618.0,177,17
609,1055.0,191,17
610,958.0,193,17
611,1012.0,203,17
612,3610.0,055,17
613,332.0,071,17
614,1718.0,109,17
615,8386.0,111,17
616,6574.0,113,17
617,652.0,139,17
618,1577.0,145,17
619,1145.0,149,17
620,216.0,151,17
621,8473.0,161,17
622,17273.0,163,17
623,970.0,173,17
624,771.0,185,17
625,8016.0,019,17
626,261.0,013,17
627,555.0,035,17
628,926.0,053,17
629,508.0,085,17
630,20823.0,089,17
631,3364.0,093,17
632,1170.0,101,17
633,207.0,009,17
634,3370.0,121,17
635,480.0,123,17
636,1064.0,125,17
637,1600.0,075,17
638,2132.0,021,17
639,846.0,025,17
640,466.0,059,17
641,4798.0,077,17
642,547.0,133,17
643,11645.0,143,17
644,1019.0,181,17
645,21980.0,201,17
646,545.0,147,17
647,532.0,153,17
648,333.0,169,17
649,241.0,175,17
650,1341.0,045,17
651,714.0,005,17
652,2602.0,007,17
653,1726.0,011,17
654,659.0,015,17
655,3720.0,029,17
656,1058.0,033,17
657,1171.0,083,17
658,168.0,155,17
659,1003.0,039,17
660,1490.0,051,17
661,1801.0,103,17
662,1246.0,107,17
663,2735.0,117,17
664,1041.0,159,17
665,2516.0,165,17
666,512.0,189,17
667,1574.0,135,17
668,3370.0,195,17
669,3850.0,001,17
670,1226.0,027,17
671,5466.0,037,17
672,350.0,047,17
673,472.0,079,17
674,2886.0,081,17
675,5263.0,183,17
676,22282.0,197,17
677,4327.0,199,17
678,1004.0,023,17
679,826.0,041,17
680,1473.0,049,17
681,2268.0,057,17
682,919.0,061,17
683,387.0,065,17
684,297.0,069,17
685,2279.0,073,17
686,523.0,087,17
687,3577.0,095,17
688,22950.0,097,17
689,2047.0,105,17
690,1263.0,127,17
691,319.0,171,17
692,5755.0,179,17
693,630.0,017,17
694,868.0,187,17
695,6017.0,099,17
696,4616.0,105,18
697,944.0,045,18
698,8423.0,039,18
699,1145.0,149,18
700,625.0,025,18
701,1784.0,017,18
702,1677.0,055,18
703,60866.0,097,18
704,4369.0,177,18
705,4444.0,053,18
706,1523.0,021,18
707,2682.0,063,18
708,764.0,037,18
709,775.0,047,18
710,1688.0,059,18
711,2157.0,071,18
712,4998.0,067,18
713,205.0,115,18
714,1175.0,119,18
715,968.0,121,18
716,1425.0,135,18
717,1138.0,183,18
718,455.0,007,18
719,544.0,013,18
720,1284.0,023,18
721,1352.0,133,18
722,257.0,161,18
723,1461.0,175,18
724,1189.0,027,18
725,1831.0,029,18
726,2295.0,065,18
727,2140.0,083,18
728,1901.0,093,18
729,8334.0,095,18
730,800.0,123,18
731,481.0,125,18
732,740.0,131,18
733,889.0,129,18
734,1100.0,151,18
735,267.0,171,18
736,780.0,165,18
737,1042.0,179,18
738,2646.0,043,18
739,18707.0,003,18
740,1053.0,031,18
741,7016.0,035,18
742,1988.0,103,18
743,1552.0,077,18
744,1481.0,079,18
745,4187.0,081,18
746,2694.0,109,18
747,1200.0,051,18
748,586.0,111,18
749,1143.0,117,18
750,12925.0,141,18
751,2687.0,085,18
752,1676.0,099,18
753,597.0,155,18
754,10179.0,163,18
755,749.0,009,18
756,425.0,015,18
757,976.0,143,18
758,1360.0,061,18
759,1519.0,069,18
760,6029.0,091,18
761,1285.0,169,18
762,998.0,181,18
763,1182.0,073,18
764,946.0,075,18
765,442.0,101,18
766,5092.0,127,18
767,2075.0,145,18
768,856.0,137,18
769,590.0,147,18
770,1088.0,153,18
771,511.0,159,18
772,6610.0,157,18
773,6903.0,167,18
774,1627.0,173,18
775,4297.0,057,18
776,1667.0,033,18
777,792.0,087,18
778,3129.0,005,18
779,752.0,139,18
780,1505.0,011,18
781,827.0,049,18
782,28213.0,089,18
783,1556.0,107,18
784,1787.0,113,18
785,1259.0,001,18
786,4068.0,019,18
787,1926.0,041,18
788,621.0,055,19
789,973.0,101,19
790,439.0,185,19
791,704.0,005,19
792,10233.0,113,19
793,7636.0,163,19
794,2021.0,049,19
795,639.0,141,19
796,934.0,011,19
797,485.0,023,19
798,4004.0,061,19
799,349.0,071,19
800,555.0,079,19
801,482.0,151,19
802,308.0,173,19
803,693.0,175,19
804,297.0,177,19
805,367.0,195,19
806,269.0,159,19
807,178.0,003,19
808,413.0,001,19
809,340.0,009,19
810,538.0,037,19
811,690.0,039,19
812,386.0,051,19
813,710.0,059,19
814,351.0,093,19
815,4666.0,103,19
816,579.0,107,19
817,427.0,135,19
818,558.0,171,19
819,2753.0,179,19
820,717.0,167,19
821,574.0,069,19
822,527.0,025,19
823,847.0,027,19
824,502.0,031,19
825,2438.0,033,19
826,934.0,067,19
827,562.0,073,19
828,583.0,083,19
829,455.0,115,19
830,404.0,117,19
831,343.0,119,19
832,363.0,189,19
833,362.0,147,19
834,529.0,165,19
835,845.0,007,19
836,892.0,087,19
837,456.0,095,19
838,2037.0,099,19
839,925.0,145,19
840,456.0,191,19
841,812.0,157,19
842,5148.0,155,19
843,2061.0,127,19
844,885.0,043,19
845,1251.0,015,19
846,538.0,017,19
847,1038.0,021,19
848,349.0,089,19
849,673.0,063,19
850,414.0,077,19
851,330.0,081,19
852,528.0,091,19
853,527.0,121,19
854,1692.0,125,19
855,823.0,183,19
856,684.0,197,19
857,1026.0,029,19
858,653.0,035,19
859,834.0,047,19
860,3008.0,057,19
861,1046.0,065,19
862,646.0,085,19
863,618.0,109,19
864,478.0,129,19
865,623.0,133,19
866,1468.0,139,19
867,292.0,143,19
868,25601.0,153,19
869,2461.0,187,19
870,2716.0,169,19
871,5816.0,193,19
872,7463.0,013,19
873,363.0,075,19
874,965.0,097,19
875,848.0,105,19
876,2447.0,111,19
877,255.0,131,19
878,831.0,137,19
879,1862.0,181,19
880,341.0,161,19
881,1227.0,123,19
882,798.0,149,19
883,912.0,019,19
884,870.0,041,19
885,2951.0,045,19
886,566.0,053,19
887,99.0,183,20
888,117.0,067,20
889,389.0,085,20
890,180.0,095,20
891,65.0,109,20
892,1051.0,021,20
893,206.0,131,20
894,604.0,149,20
895,10121.0,209,20
896,2282.0,015,20
897,269.0,027,20
898,111.0,105,20
899,2442.0,169,20
900,1032.0,191,20
901,47.0,195,20
902,162.0,197,20
903,514.0,205,20
904,232.0,207,20
905,102.0,123,20
906,54.0,135,20
907,132.0,141,20
908,930.0,005,20
909,685.0,011,20
910,1455.0,055,20
911,43.0,075,20
912,79.0,097,20
913,2007.0,103,20
914,7726.0,177,20
915,259.0,181,20
916,24.0,187,20
917,216.0,193,20
918,145.0,119,20
919,2108.0,125,20
920,176.0,127,20
921,202.0,151,20
922,74.0,153,20
923,155.0,163,20
924,360.0,003,20
925,51.0,025,20
926,174.0,053,20
927,1214.0,061,20
928,234.0,077,20
929,1019.0,057,20
930,312.0,167,20
931,1458.0,111,20
932,280.0,117,20
933,268.0,145,20
934,661.0,001,20
935,46.0,023,20
936,33.0,033,20
937,1976.0,035,20
938,127.0,049,20
939,58.0,063,20
940,1249.0,059,20
941,1080.0,079,20
942,45.0,083,20
943,86.0,089,20
944,90.0,093,20
945,435.0,159,20
946,193.0,185,20
947,712.0,113,20
948,645.0,139,20
949,26.0,071,20
950,319.0,031,20
951,1868.0,037,20
952,748.0,051,20
953,370.0,073,20
954,920.0,099,20
955,505.0,107,20
956,22880.0,173,20
957,866.0,175,20
958,133.0,157,20
959,107.0,065,20
960,8794.0,091,20
961,3310.0,045,20
962,73.0,179,20
963,1168.0,121,20
964,82.0,069,20
965,50.0,199,20
966,102.0,017,20
967,119.0,189,20
968,116.0,201,20
969,47.0,203,20
970,202.0,019,20
971,60.0,129,20
972,156.0,137,20
973,3212.0,155,20
974,1166.0,009,20
975,366.0,029,20
976,293.0,043,20
977,123.0,047,20
978,45.0,081,20
979,61.0,101,20
980,148.0,165,20
981,76.0,171,20
982,278.0,115,20
983,940.0,133,20
984,414.0,013,20
985,149.0,143,20
986,153.0,147,20
987,1507.0,161,20
988,174.0,007,20
989,166.0,039,20
990,771.0,041,20
991,649.0,087,20
992,1075.0,097,21
993,932.0,031,21
994,452.0,223,21
995,946.0,061,21
996,241.0,105,21
997,644.0,023,21
998,373.0,143,21
999,2352.0,179,21
1000,1983.0,231,21
1001,1643.0,135,21
1002,1508.0,155,21
1003,747.0,221,21
1004,1066.0,239,21
1005,3658.0,015,21
1006,1312.0,131,21
1007,3399.0,113,21
1008,4279.0,121,21
1009,1497.0,127,21
1010,3207.0,133,21
1011,606.0,139,21
1012,4296.0,145,21
1013,6398.0,195,21
1014,2124.0,211,21
1015,3225.0,235,21
1016,1094.0,005,21
1017,1322.0,027,21
1018,4563.0,071,21
1019,2407.0,073,21
1020,7753.0,117,21
1021,2147.0,147,21
1022,5342.0,151,21
1023,1815.0,153,21
1024,869.0,169,21
1025,840.0,189,21
1026,1965.0,205,21
1027,864.0,213,21
1028,1846.0,217,21
1029,2522.0,049,21
1030,897.0,219,21
1031,279.0,039,21
1032,837.0,041,21
1033,832.0,053,21
1034,1510.0,065,21
1035,371.0,077,21
1036,1376.0,079,21
1037,2354.0,089,21
1038,1225.0,069,21
1039,3553.0,037,21
1040,2458.0,043,21
1041,894.0,063,21
1042,1682.0,081,21
1043,42751.0,111,21
1044,1111.0,123,21
1045,1604.0,141,21
1046,1170.0,161,21
1047,1247.0,167,21
1048,930.0,191,21
1049,149.0,201,21
1050,1302.0,207,21
1051,420.0,215,21
1052,635.0,229,21
1053,1079.0,011,21
1054,399.0,007,21
1055,3192.0,009,21
1056,1593.0,021,21
1057,828.0,087,21
1058,501.0,091,21
1059,3603.0,095,21
1060,1218.0,159,21
1061,5566.0,093,21
1062,2181.0,137,21
1063,632.0,149,21
1064,696.0,171,21
1065,1799.0,183,21
1066,1605.0,197,21
1067,1051.0,225,21
1068,885.0,233,21
1069,903.0,033,21
1070,1548.0,035,21
1071,1436.0,045,21
1072,4723.0,047,21
1073,4855.0,059,21
1074,2037.0,085,21
1075,3281.0,101,21
1076,1143.0,103,21
1077,2939.0,107,21
1078,1704.0,109,21
1079,5187.0,125,21
1080,1396.0,157,21
1081,1523.0,163,21
1082,2050.0,173,21
1083,672.0,181,21
1084,998.0,185,21
1085,707.0,187,21
1086,1586.0,203,21
1087,2643.0,209,21
1088,6544.0,227,21
1089,1165.0,003,21
1090,1267.0,017,21
1091,3561.0,019,21
1092,2982.0,029,21
1093,385.0,055,21
1094,15652.0,067,21
1095,655.0,075,21
1096,2379.0,115,21
1097,2059.0,119,21
1098,497.0,165,21
1099,1335.0,175,21
1100,2193.0,177,21
1101,3607.0,193,21
1102,5066.0,199,21
1103,1185.0,237,21
1104,2854.0,051,21
1105,1291.0,001,21
1106,3725.0,013,21
1107,1965.0,025,21
1108,455.0,057,21
1109,2051.0,083,21
1110,1274.0,099,21
1111,1076.0,129,21
1112,3830.0,113,22
1113,2344.0,089,22
1114,5080.0,057,22
1115,1090.0,029,22
1116,398.0,107,22
1117,496.0,125,22
1118,2029.0,053,22
1119,1082.0,093,22
1120,1287.0,043,22
1121,22229.0,051,22
1122,1772.0,011,22
1123,1294.0,013,22
1124,5919.0,015,22
1125,225.0,023,22
1126,1031.0,037,22
1127,3026.0,095,22
1128,1005.0,075,22
1129,10121.0,073,22
1130,8952.0,079,22
1131,4938.0,117,22
1132,5609.0,097,22
1133,10387.0,105,22
1134,4648.0,001,22
1135,3696.0,101,22
1136,497.0,123,22
1137,8479.0,103,22
1138,1274.0,111,22
1139,469.0,021,22
1140,17921.0,017,22
1141,814.0,035,22
1142,4838.0,005,22
1143,10787.0,055,22
1144,2743.0,039,22
1145,5389.0,045,22
1146,3616.0,061,22
1147,2177.0,087,22
1148,1283.0,091,22
1149,3135.0,119,22
1150,1394.0,121,22
1151,2082.0,031,22
1152,2676.0,047,22
1153,473.0,081,22
1154,7602.0,063,22
1155,2246.0,067,22
1156,4102.0,069,22
1157,30626.0,071,22
1158,6588.0,109,22
1159,529.0,025,22
1160,10856.0,019,22
1161,1626.0,027,22
1162,1679.0,041,22
1163,3031.0,009,22
1164,1457.0,007,22
1165,1441.0,049,22
1166,26298.0,033,22
1167,1404.0,077,22
1168,1482.0,083,22
1169,3178.0,099,22
1170,2274.0,115,22
1171,1009.0,127,22
1172,1730.0,085,22
1173,1404.0,003,22
1174,855.0,065,22
1175,890.0,059,22
1176,3176.0,009,23
1177,4114.0,017,23
1178,2032.0,015,23
1179,3040.0,027,23
1180,11896.0,019,23
1181,1777.0,021,23
1182,9357.0,001,23
1183,6823.0,003,23
1184,3428.0,029,23
1185,12896.0,005,23
1186,2251.0,013,23
1187,1899.0,023,23
1188,10198.0,031,23
1189,9296.0,011,23
1190,1938.0,007,23
1191,4995.0,025,23
1192,2492.0,047,24
1193,63221.0,510,24
1194,2108.0,039,24
1195,1891.0,041,24
1196,8315.0,025,24
1197,5442.0,001,24
1198,6184.0,027,24
1199,34851.0,033,24
1200,14872.0,003,24
1201,33792.0,005,24
1202,6519.0,021,24
1203,2572.0,009,24
1204,2007.0,023,24
1205,1121.0,029,24
1206,26020.0,031,24
1207,4594.0,013,24
1208,1391.0,035,24
1209,4351.0,037,24
1210,5054.0,017,24
1211,3067.0,019,24
1212,8980.0,043,24
1213,6386.0,045,24
1214,4054.0,015,24
1215,2227.0,011,24
1216,59428.0,025,25
1217,7725.0,001,25
1218,231.0,007,25
1219,49669.0,017,25
1220,8026.0,003,25
1221,35367.0,005,25
1222,41818.0,013,25
1223,20773.0,023,25
1224,43713.0,009,25
1225,4506.0,011,25
1226,20154.0,021,25
1227,40135.0,027,25
1228,5857.0,015,25
1229,207.0,019,25
1230,10338.0,021,26
1231,1979.0,129,26
1232,707.0,135,26
1233,2308.0,165,26
1234,1205.0,039,26
1235,2265.0,037,26
1236,1638.0,043,26
1237,2507.0,057,26
1238,1639.0,063,26
1239,16286.0,065,26
1240,4941.0,091,26
1241,1920.0,105,26
1242,1430.0,109,26
1243,3852.0,117,26
1244,960.0,113,26
1245,3425.0,149,26
1246,10446.0,147,26
1247,5292.0,159,26
1248,12553.0,161,26
1249,1341.0,011,26
1250,2595.0,015,26
1251,2729.0,027,26
1252,686.0,071,26
1253,692.0,019,26
1254,2122.0,143,26
1255,605.0,153,26
1256,169882.0,163,26
1257,2149.0,023,26
1258,3978.0,055,26
1259,9447.0,075,26
1260,665.0,097,26
1261,35680.0,049,26
1262,1198.0,009,26
1263,1698.0,061,26
1264,4564.0,093,26
1265,2189.0,069,26
1266,1053.0,085,26
1267,1445.0,101,26
1268,651.0,119,26
1269,744.0,141,26
1270,2228.0,051,26
1271,14092.0,077,26
1272,2492.0,107,26
1273,3255.0,103,26
1274,3915.0,123,26
1275,1642.0,133,26
1276,1532.0,137,26
1277,8994.0,025,26
1278,1696.0,031,26
1279,331.0,095,26
1280,31600.0,081,26
1281,44945.0,099,26
1282,15706.0,145,26
1283,4211.0,155,26
1284,420.0,013,26
1285,7508.0,017,26
